"Station
[001]","Day
[002]","Priority #
[003]","Sub-Recipe ID
[004]","Sub-Recipe URL
[005]","Sub-Recipe Name
[006]","Ingredient ID
[007]","Ingredient Name
[008]","Trim %
[009]","Weight/Quantity
[010]","Unit
[011]","Prep Instructions
[012]"
,,,1953,,,1952,Shredded Yellow Onions (Veg T),,4.013,Kgs,
Sauce - 006,Tue,2,1545,https://eatbetterday.ca/admin/ingredients/1545,Sauteed Diced Onions,,,,10.006,Kgs,"1) Pre-heat the tilt skillet (for small amounts use a large rondeaux on the rocket burner).
2) Lightly drizzle oil to cover the surface of the pan.
3) Saute the onions until translucent and slightly brown in color. Stir often to prevent burning.
4) Remove from heat, let cool.
5) Weigh and label.
6) Make sure to place with any carry over product and label the older one with a ""Use First"" Label."
,,,1545,,,248,Small Diced Yellow Onion (Veg W),,19.894,Kgs,
Sauce - 006,Tue,2,2724,https://eatbetterday.ca/admin/ingredients/2724,Signature 6 Thai Mango Sauce Base (Sauce T),,,5%,43.283,Kgs,"1) Mise all ingredients
2) Preheat the tilt skillet to medium heat and lightly drizzle some oil into the skillet.
3) Once the oil is hot, add garlic and ginger and sautee for 3-5 minutes until fragrant.
4) Add the curry paste and sautee for another 5-8 minutes.
5) Once fragrant and the curry paste starts to break down, and oat milk, cashew butter, mango puree, and tamari. Mix well.
6) Once all ingredients are mixed well add the coconut milk. Make sure to be constantly stirring when adding so it mixes well.
7) Bring the sauce to a boil for 5 minutes. After boiling for 5 minutes turn off the tilt skillet.
8) Add the lime juice and mix well."
,,,2724,,,18,(1427356) - Kikkoman Tamari Soy Sauce,,0.622,Kgs,
,,,2724,,,36,Lime Juice,,0.622,Kgs,
,,,2724,,,44,Canola Oil,,0.162,Kgs,
,,,2724,,,102,(2171605) - Minced Garlic,,1.623,Kgs,
,,,2724,,,168,Canned Kosa Coconut Milk,,21.777,Kgs,
,,,2724,,,220,Red Curry Paste,,2.435,Kgs,
,,,2724,,,302,Kesar Mango Pulp,,8.494,Kgs,
,,,2724,,,550,Minced Ginger (Veg W),,1.082,Kgs,
,,,2724,,,953,Earths Own Unsweetened Oat Milk,,5.410,Kgs,
,,,2724,,,1814,Cashew Butter (Tootsi),,2.705,Kgs,
Sauce - 006,Tue,2,396,https://eatbetterday.ca/admin/ingredients/396,Soaked Soy Curls,,,,64.924,Kgs,"1) Weigh out soy curls and place them into grey bins, leaving enough room for water to fully cover them.
2) Bring hot water to a boil and pour it over the soy curls, allowing them to soak and absorb the water for 30 minutes.
3) After 30 minutes, strain the soy curls and press them in the strainer to drain any excess water. The goal is to ensure the curls are not dripping wet, but slightly dry — some moisture is okay as it helps keep them moist.
4) Store the soy curls in grey bins until needed.
5) Weigh, label, and store in the fridge in the assigned area."
,,,396,,,410,Butler's Soy Curls,,23.850,Kgs,
Sauce - 006,Tue,2,1898,https://eatbetterday.ca/admin/ingredients/1898,Spin Dip Pasta Sauce,,,,23.976,Kgs,Blend until smooth.
,,,1898,,,134,Fresh Baby Spinach,,4.763,Kgs,
,,,1898,,,143,Nutritional Yeast,,0.265,Kgs,
,,,1898,,,661,Housemade Alfredo (Sauce W),,18.948,Kgs,
Sauce - 006,Tue,2,1583,https://eatbetterday.ca/admin/ingredients/1583,Thai Yellow Peanut Curry Base,,,,10.200,Kgs,"1) Mise all ingredients. Divide all ingredients into 2.
2) Place 2 large 40l stock pots over the rockets burners and place on medium heat. Add oil to the pots.
3) Once the oil is hot, add garlic and ginger and sauté for 3 minutes.
4) Once fragrant add in your curry paste, and sauté for another 5-8 minutes.
5) Once fragrant and the curry paste starts to break down, add coconut milk.
6) Turn the burner on medium heat and bring to a boil, then turn off the heat and let the curry sit for 10 minutes.
7) Finish adding in the peanut butter, soy, lime juice and salt.
8) Receive into grey bins to cool, Once cool blend with the vitamix until smooth.
9) Place into bins and weigh and label."
,,,1583,,,18,(1427356) - Kikkoman Tamari Soy Sauce,,0.421,Kgs,
,,,1583,,,36,Lime Juice,,0.408,Kgs,
,,,1583,,,59,Peanut Butter,,1.364,Kgs,
,,,1583,,,102,(2171605) - Minced Garlic,,0.676,Kgs,
,,,1583,,,147,Table Salt,,0.013,Kgs,
,,,1583,,,168,Canned Kosa Coconut Milk,,7.752,Kgs,
,,,1583,,,221,Housemade Red Curry Paste (Oven W),,0.765,Kgs,
,,,1583,,,550,Minced Ginger (Veg W),,0.408,Kgs,
Sauce - 006,Fri,3,1955,https://eatbetterday.ca/admin/ingredients/1955,BBQ Glazed Soy Curls,,,,22.950,Kgs,"1) Gather and scale all ingredients (mise en place).
2) Place a rondo over high heat.
3) Lightly drizzle some oil so the soy curls don’t stick. Add the soy curls and sauté until hot.
4) Add BBQ sauce and let it caramelize on the soy curls, then pull. This process should only take a couple of minutes.
5) Add water to deglaze if needed.
6) Let cool. Weigh and label."
,,,1955,,,114,Gluten Free BBQ Sauce,,8.677,Kgs,
,,,1955,,,1623,Blackened Soy Curl (Oven F),,14.986,Kgs,
Sauce - 006,Fri,3,1573,https://eatbetterday.ca/admin/ingredients/1573,Boiled Carrots,,,,2.468,Kgs,"1) Place a large pot of water over the rocket burner and bring to a boil.
2) Add carrots to the pot and boil until carrots are extremely soft. About 30-40 minutes.
3) Once the carrots are super drained from the water. Place in a grey bin, weigh and label."
,,,1573,,,1302,Frozen Diced Carrot,,2.644,Kgs,
Sauce - 006,Fri,3,1546,https://eatbetterday.ca/admin/ingredients/1546,Cooked Penne Pasta,,,,45.410,Kgs,"1) Fill 60L pot 2/3 full with hot tap water. Add in each pot 100g of salt and 70g of oil to the pot (solid squirt from the oil bottle)
2) Place the pot on the rocket burner on max heat and bring to a boil. Cover with a lid to speed the process up.
3) Weigh out the dry pasta into a home depot bucket max weigh is 10kgs.
4) Add the pasta to the water once boiling (max 10kg per pot), and stir very frequently to prevent from sticking.
5) Boil pasta until 80% cooked, around 10 minutes to cook.
6) While the pasta is cooking, prepare two orange pails of cold tap water to later pour over noodles to flash cool them.
7) Make sure to clean and reserve the sinks for the next steps. In this next step, you will have to work fast to ensure the pasta doesnt over cook.
8) Once the pasta is ready to be drained, place the pot on the cart with the sheet tray underneath, ask a kitchen friend to help you lift to the sink, Slowly pour out the boiling water from the pot.
9) Once majority of the boiling water has been drained from the pot, pour the pasta into the strainer bin. And pour the cold water ontop to stop the cooking process.
10) Making sure to stir the pasta to eliminate the hot spots. Check the pasta to make sure it is properly cool, if not add more hot water. Once cool make sure all pasta water has drained out.
11) Once cool place the blue strainer, on top of a gray bin lid to catch any access water. Lightly drizzle oil on the pasta and to prevent the pasta from sticking. Make sure to stir the pasta with the oil to ensure all pasta is coated.
12) Weigh, label and place in the assigned area in the fridge."
,,,1546,,,564,SUNSPUN Penne,,22.705,Kgs,
Sauce - 006,Fri,3,870,https://eatbetterday.ca/admin/ingredients/870,Cooked Udon Noodles,,,,29.025,Kgs,"1) Fill a 60 L pot with hot tap water. Add about 70 g of canola oil.
2) Place the strainer attachment into the pot.
3) Cover and bring to a boil on a rocket burner.
4) Weigh udon into bins — maximum 5 kg per pot.
5) Fill a large grey bin halfway with cold water and ice for cooling noodles later.
6) Add 5 kg of udon to the boiling water.
7) Stir very frequently to break up noodles and prevent sticking.
8) Boil until medium-firm (al dente) — about 3 minutes.
9) Carefully lift the strainer from the pot.
10) Pour noodles immediately into the ice bath to chill.
11) Repeat cooking and chilling until all noodles are done.
12) Transfer chilled noodles into blue strainers and let drain completely.
13) Place drained noodles into grey bins and drizzle lightly with oil to prevent sticking.
14) Weigh, label, lid, and store in the fridge until needed."
,,,870,,,869,Udon Noodles,,23.464,Kgs,
Sauce - 006,Tue,3,2058,https://eatbetterday.ca/admin/ingredients/2058,Marinated Udon Noodles,,,,35.200,Kgs,"1) Batch noodles and sauce together.
2) Weigh and label."
,,,2058,,,870,Cooked Udon Noodles (Sauce F),,29.025,Kgs,
,,,2058,,,2050,Chili Dumpling Sauce (Sauce W),,7.411,Kgs,
Sauce - 006,Fri,3,1879,https://eatbetterday.ca/admin/ingredients/1879,Signature 6 Thai Mango Curry,,,,55.110,Kgs,"1) Batch all ingredients together.
2) Weigh, label, place in fridge in the assigned area."
,,,1879,,,177,Prepped Edamame Beans (Veg T),,6.054,Kgs,
,,,1879,,,863,Diced Red Peppers 4/5 inch (Veg T),,9.594,Kgs,
,,,1879,,,1852,Minced Thai Basil (Veg T),,0.400,Kgs,
,,,1879,,,2724,Signature 6 Thai Mango Sauce Base (Sauce T),,41.118,Kgs,
Sauce - 006,Tue,3,1902,https://eatbetterday.ca/admin/ingredients/1902,Spin Dip Pasta Mix,,,,67.200,Kgs,Batch ingredients together.
,,,1902,,,541,Prepped Spinach (Veg T),,2.398,Kgs,
,,,1902,,,613,Cooked Penne (Sauce T),,30.267,Kgs,
,,,1902,,,1898,Spin Dip Pasta Sauce (Sauce T),,23.976,Kgs,
,,,1902,,,1901,Rough Chop Garlic Artichokes (Veg T),,11.166,Kgs,
Sauce - 006,Fri,4,2038,https://eatbetterday.ca/admin/ingredients/2038,Bbq Glazed Curls + Veggies,,,,27.300,Kgs,"1) Batch all ingredients together.
2) Weigh, label, place in fridge in the assigned area."
,,,2038,,,1953,Sauted Onions and Peppers (Sauce T),,4.350,Kgs,
,,,2038,,,1955,BBQ Glazed Soy Curls (Sauce F),,22.950,Kgs,
Sauce - 006,Fri,4,895,https://eatbetterday.ca/admin/ingredients/895,Cashew Alfredo Sauce,,,,47.800,Kgs,"1) Batch all ingredients together.
2) Weigh, label, place in fridge in the assigned area."
,,,895,,,661,Housemade Alfredo (Sauce W),,41.891,Kgs,
,,,895,,,1545,Sauteed Diced Onions (Sauce T),,5.975,Kgs,
Sauce - 006,Fri,4,2900,https://eatbetterday.ca/admin/ingredients/2900,Tempeh Bolognese,,,,44.820,Kgs,"1) Batch ingredients together.
2) Weigh and label."
,,,2900,,,2028,Diced Tempeh (Veg T),,11.620,Kgs,
,,,2900,,,2898,Bolognese Base (Sauce T),,33.200,Kgs,
Sauce - 006,Tue,4,1383,https://eatbetterday.ca/admin/ingredients/1383,Vegan Green Curry,,,,54.030,Kgs,"1) Separate sauce into green handled bins, with a maximum of 25kg of sauce base per bin, then add cabbage and red peppers (divide weights by number of bins)
2) Add FROZEN edamame and strain excess liquid off the diced bell peppers before adding. Note** Be sure to fully incorporate veg with curry sauce to ensure consistent food quality.
3) Weigh each container. Lid, label with the date, your initial and the weight.
4) Enter your weight into the Sauce Batch Master List."
,,,1383,,,482,"Peeled Bean Edamame, Frozen",,11.246,Kgs,
,,,1383,,,544,Diced Napa Cabbage (Veg T),,4.890,Kgs,
,,,1383,,,681,Punch Diced Red Pepper HOT DISH (Veg T),,3.749,Kgs,
,,,1383,,,1384,Green Curry Sauce Base (Sauce T),,34.227,Kgs,
Sauce - 006,Fri,4,1575,https://eatbetterday.ca/admin/ingredients/1575,Yellow Thai Peanut Curry,,,,21.700,Kgs,"1) Batch ingredients together
2) Add in frozen edamame
3) Add in the napa cabbage and mix well
4) Weigh and label"
,,,1575,,,482,"Peeled Bean Edamame, Frozen",,3.323,Kgs,
,,,1575,,,544,Diced Napa Cabbage (Veg T),,1.678,Kgs,
,,,1575,,,1545,Sauteed Diced Onions (Sauce T),,4.031,Kgs,
,,,1575,,,1573,Boiled Carrots (Sauce F),,2.468,Kgs,
,,,1575,,,1583,Thai Yellow Peanut Curry Base (Sauce T),,10.200,Kgs,
Oven - 018,Wed,1,362,https://eatbetterday.ca/admin/ingredients/362,Almond + Cranberry Mix,,,,3.210,Kgs,"1) Preheat oven to 375, place almonds on a tray, and roast on baking sheets lined with parchment paper.
2) Roast for 10-12 mins, almonds should be crispy, darkened. Let cool, rough chop (or process through 1/2 inch Robot-Coupe), mix with pumpkin seeds and cranberries.
3) Weigh and label."
,,,362,,,33,Roasted + Chopped Almonds (Oven W),,1.235,Kgs,
,,,362,,,174,Unsalted Pumpkin Seeds,,0.741,Kgs,
,,,362,,,196,Ocean Spray Dried Cranberries,,1.235,Kgs,
Oven - 018,Wed,1,1410,https://eatbetterday.ca/admin/ingredients/1410,BBQ Spice,,,,0.610,Kgs,"*** Recipe makes extra spice****
1) CHECK FOR OLD STOCK FIRST.
2) If you do not have enough make a full batch.
3) Mise all ingredients in a container and mix well until incorporated.
4) Weigh and label then place on the house spice shelf."
,,,1410,,,147,Table Salt,,0.342,Kgs,
,,,1410,,,149,Garlic Powder (Kasuku Brand),,0.488,Kgs,
,,,1410,,,158,Ground Cumin (QUALITY Brand),,0.061,Kgs,
,,,1410,,,229,Sunspun or no name Chili Powder,,0.024,Kgs,
,,,1410,,,277,Onion Powder (Kasuku Brand),,0.366,Kgs,
,,,1410,,,909,Paprika 1,,0.366,Kgs,
Oven - 018,Tue,1,2112,https://eatbetterday.ca/admin/ingredients/2112,Betterday Donair Spice,,,,1.555,Kgs,"1) CHECK FOR OLD STOCK FIRST.
2) If you do not have enough make a full batch.
3) Mise all ingredients in a container and mix well until incorporated.
4) Weigh and label then place on the house spice shelf."
,,,2112,,,61,Ground Turmeric,,0.032,Kgs,
,,,2112,,,147,Table Salt,,0.368,Kgs,
,,,2112,,,148,Black Pepper,,0.074,Kgs,
,,,2112,,,149,Garlic Powder (Kasuku Brand),,0.405,Kgs,
,,,2112,,,155,Cayenne Powder,,0.037,Kgs,
,,,2112,,,277,Onion Powder (Kasuku Brand),,0.278,Kgs,
,,,2112,,,437,Dried Oregano (Sunspun Brand),,0.085,Kgs,
,,,2112,,,909,Paprika 1,,0.319,Kgs,
Oven - 018,Wed,1,1073,https://eatbetterday.ca/admin/ingredients/1073,Blitzed Almonds,,,,0.872,Kgs,"1) First check old product.
2) If you do not have enough make a full batch.
3) Place almonds into the Food Processor.
4) Pulse the almonds until they are small chunks, about the size of your pinky fingernail.
5) Place into a container. Weigh and label."
,,,1073,,,487,Whole Almonds,,0.872,Kgs,
Oven - 018,Wed,1,689,https://eatbetterday.ca/admin/ingredients/689,Burrito Spice,,,,0.969,Kgs,"** CHECK FOR OLD STOCK FIRST. ***
1) If you do not have enough make a full batch.
2) Mise all ingredients in a container and mix well until incorporated.
3) Weigh and label then place on the house spice shelf."
,,,689,,,147,Table Salt,,0.091,Kgs,
,,,689,,,148,Black Pepper,,0.061,Kgs,
,,,689,,,149,Garlic Powder (Kasuku Brand),,0.212,Kgs,
,,,689,,,158,Ground Cumin (QUALITY Brand),,0.121,Kgs,
,,,689,,,229,Sunspun or no name Chili Powder,,0.121,Kgs,
,,,689,,,277,Onion Powder (Kasuku Brand),,0.121,Kgs,
,,,689,,,437,Dried Oregano (Sunspun Brand),,0.091,Kgs,
,,,689,,,909,Paprika 1,,0.212,Kgs,
Oven - 018,Wed,1,1414,https://eatbetterday.ca/admin/ingredients/1414,Complete Dill Pickle Hummus,,,,10.700,Kgs,1) Mix both products together until fully incorperated.
,,,1414,,,605,Diced Dill Pickle (Veg T),,2.469,Kgs,
,,,1414,,,1412,Dill Pickle Hummus (Oven W),,8.231,Kgs,
Oven - 018,Wed,1,2445,https://eatbetterday.ca/admin/ingredients/2445,Crushed Tortilla Chips,,,,3.876,Kgs,"1) Weigh out the total amount of tortilla chips needed based on your batch size.
2) By hand, crumble the tortilla chips into bite-sized pieces, roughly the size of a dime or smaller.
3) Avoid turning the chips into powder or overly fine crumbs.
4) Ensure each cup is filled evenly and lids are sealed securely.
5) Label and date the container holding the portioned cups."
,,,2445,,,2031,Tortilla Chip,,3.876,Kgs,
Oven - 018,Wed,1,1412,https://eatbetterday.ca/admin/ingredients/1412,Dill Pickle Hummus,,,,8.231,Kgs,"1) Mise all ingredients.
2) Place liquid ingredients in a large orange bucket with the pickles and blend using the large food chopper or processer.
3) Then add remaining ingredients and blend until smooth.
4) If having trouble blending add some pickle juice."
,,,1412,,,7,Olive Oil (Kirkland Signature),,0.246,Kgs,
,,,1412,,,27,Canned Chickpea,,5.385,Kgs,
,,,1412,,,64,Tahini (TAMAM Brand),,0.493,Kgs,
,,,1412,,,107,Dill Weed,,0.012,Kgs,
,,,1412,,,109,Lemon Juice,,0.123,Kgs,
,,,1412,,,147,Table Salt,,0.012,Kgs,
,,,1412,,,148,Black Pepper,,0.005,Kgs,
,,,1412,,,149,Garlic Powder (Kasuku Brand),,0.021,Kgs,
,,,1412,,,158,Ground Cumin (QUALITY Brand),,0.003,Kgs,
,,,1412,,,277,Onion Powder (Kasuku Brand),,0.027,Kgs,
,,,1412,,,605,Diced Dill Pickle (Veg T),,1.935,Kgs,
Oven - 018,Wed,1,1443,https://eatbetterday.ca/admin/ingredients/1443,Donair Spice Mix,,,,0.746,Kgs,"1) Recipe makes more than needed.
2) Mise all ingredients and place in a tupperwear conatiner and mix well until all spiced are distributed.
3) Weigh and label"
,,,1443,,,61,Ground Turmeric,,0.075,Kgs,
,,,1443,,,143,Nutritional Yeast,,0.328,Kgs,
,,,1443,,,147,Table Salt,,0.112,Kgs,
,,,1443,,,149,Garlic Powder (Kasuku Brand),,0.186,Kgs,
,,,1443,,,277,Onion Powder (Kasuku Brand),,0.149,Kgs,
,,,1443,,,318,Clubhouse Greek Spice Blend,,0.199,Kgs,
,,,1443,,,437,Dried Oregano (Sunspun Brand),,0.032,Kgs,
,,,1443,,,804,Basil Dried,,0.037,Kgs,
,,,1443,,,909,Paprika 1,,0.075,Kgs,
,,,1443,,,1148,Celery Seed,,0.075,Kgs,
Oven - 018,Wed,1,680,https://eatbetterday.ca/admin/ingredients/680,Ground Walnut + Almond,,,,2.164,Kgs,"Hi, can we try using sliced almonds for this recipe please.
1) Mix nuts together.
2) Process nuts into a fine crumble using food processor.
3) Weight and label."
,,,680,,,43,Kirkland Signature Shelled Walnuts,,1.021,Kgs,
,,,680,,,487,Whole Almonds,,1.225,Kgs,
Oven - 018,Wed,1,2580,https://eatbetterday.ca/admin/ingredients/2580,HF Roasted Tempeh,,,,9.945,Kgs,"1) Pre-heat preset oven setting: Roasted Tempeh.
2) Divide the amount of garlic and canola by how many kg of steamed tempeh needed.
3) Toss 1kg of tempeh with the divided garlic and oil amount in a bowl.
4) Place the mixed tempeh onto trays with parchment, spread in an even layer to achieve maximum browning.
5) Roast in the oven until finished and let cool on a rack and roll slightly before placing in the fridge.
6) Once cooled, receive into bins and label with weight, date initials and number of bins."
,,,2580,,,44,Canola Oil,,0.541,Kgs,
,,,2580,,,102,(2171605) - Minced Garlic,,0.757,Kgs,
,,,2580,,,1985,Tempeh,,15.134,Kgs,
Oven - 018,Wed,1,21,https://eatbetterday.ca/admin/ingredients/21,Housemade Green Curry Paste,,,,7.484,Kgs,"1) MEP all ingredients.
2) Add all ingredients into the pail and use immersion blender until smooth.
3) Store and label until needed."
,,,21,,,18,(1427356) - Kikkoman Tamari Soy Sauce,,0.821,Kgs,
,,,21,,,36,Lime Juice,,1.689,Kgs,
,,,21,,,68,Coconut Sugar,,0.422,Kgs,
,,,21,,,72,Shallots,,0.552,Kgs,
,,,21,,,99,Frozen Minced Lemongrass,,0.164,Kgs,
,,,21,,,102,(2171605) - Minced Garlic,,0.282,Kgs,
,,,21,,,103,Fresh Galangal,,0.282,Kgs,
,,,21,,,104,Frozen Lime Leaves,,0.258,Kgs,
,,,21,,,134,Fresh Baby Spinach,,0.563,Kgs,
,,,21,,,147,Table Salt,,0.061,Kgs,
,,,21,,,152,Green Curry Paste,,1.502,Kgs,
,,,21,,,158,Ground Cumin (QUALITY Brand),,0.150,Kgs,
,,,21,,,550,Minced Ginger (Veg W),,0.282,Kgs,
,,,21,,,1607,(1275005) - Cilantro,,0.657,Kgs,
Oven - 018,Wed,1,221,https://eatbetterday.ca/admin/ingredients/221,Housemade Red Curry Paste,,,,0.765,Kgs,"1) Mise all ingredients.
2) Place all ingredients into a Home Depot bucket and blend until smooth with the large immersion blender.
3) Weigh and label."
,,,221,,,36,Lime Juice,,0.176,Kgs,
,,,221,,,61,Ground Turmeric,,0.010,Kgs,
,,,221,,,68,Coconut Sugar,,0.052,Kgs,
,,,221,,,99,Frozen Minced Lemongrass,,0.024,Kgs,
,,,221,,,102,(2171605) - Minced Garlic,,0.052,Kgs,
,,,221,,,103,Fresh Galangal,,0.026,Kgs,
,,,221,,,104,Frozen Lime Leaves,,0.017,Kgs,
,,,221,,,147,Table Salt,,0.022,Kgs,
,,,221,,,158,Ground Cumin (QUALITY Brand),,0.013,Kgs,
,,,221,,,211,Ground Coriander,,0.013,Kgs,
,,,221,,,220,Red Curry Paste,,0.258,Kgs,
,,,221,,,248,Small Diced Yellow Onion (Veg W),,0.086,Kgs,
,,,221,,,550,Minced Ginger (Veg W),,0.043,Kgs,
Oven - 018,Wed,1,278,https://eatbetterday.ca/admin/ingredients/278,Housemade Vegan Feta,,,,12.226,Kgs,"1) Gather and weigh out all ingredients.
2) If coconut oil is very stiff, put container into hot water to help melted.
3) Put coconut oil and tofu into large pot, heat for 10 minutes, mixture need to be warm and coconut oil fully melted, then add all other ingredients cook 5 minutes more and turn off the heat.
4) Blend with an immersion blender until very silky and smooth.
5) Place into a Tupperware container. Weigh and label."
,,,278,,,1,Kirkland Signature Organic Virgin Coconut Oil (*),,3.024,Kgs,
,,,278,,,77,(1179807) - Apple Cider Vinegar,,0.708,Kgs,
,,,278,,,109,Lemon Juice,,1.094,Kgs,
,,,278,,,147,Table Salt,,0.129,Kgs,
,,,278,,,277,Onion Powder (Kasuku Brand),,0.077,Kgs,
,,,278,,,1415,Diced tofu for Feta (Veg W),,7.239,Kgs,
Oven - 018,Wed,1,2015,https://eatbetterday.ca/admin/ingredients/2015,KFC Spice,,,,1.359,Kgs,"CHECK FOR OLD STOCK FIRST.
1) If you do not have enough make a full batch.
2) Mise all ingredients in a container and mix well until incorporated.
3) Weigh and label then place on the house spice shelf."
,,,2015,,,147,Table Salt,,0.132,Kgs,
,,,2015,,,148,Black Pepper,,0.090,Kgs,
,,,2015,,,149,Garlic Powder (Kasuku Brand),,0.391,Kgs,
,,,2015,,,277,Onion Powder (Kasuku Brand),,0.120,Kgs,
,,,2015,,,337,Ground Mustard,,0.108,Kgs,
,,,2015,,,391,Dried Thyme,,0.007,Kgs,
,,,2015,,,437,Dried Oregano (Sunspun Brand),,0.005,Kgs,
,,,2015,,,835,Dried Basil,,0.007,Kgs,
,,,2015,,,857,Ground Ginger,,0.078,Kgs,
,,,2015,,,909,Paprika 1,,0.373,Kgs,
,,,2015,,,1148,Celery Seed,,0.050,Kgs,
Oven - 018,Wed,1,1905,https://eatbetterday.ca/admin/ingredients/1905,New Vegan Parm (Oven W),,,5%,2.978,Kgs,"1) Mise all ingredients.
2) Preheat the oven to 210F.
3) Place everything except the nuts into a vitamix and blend until smooth.
4) Mix all ingredients in a bowl and place on a sheet tray with parchment paper.
5) Place nut mix on the sheet tray in a thin layer and bake for 30-35mins.
6) Let cool, then lightly break up up with your hands.
7) Weight and label."
,,,1905,,,44,Canola Oil,,0.133,Kgs,
,,,1905,,,143,Nutritional Yeast,,0.117,Kgs,
,,,1905,,,149,Garlic Powder (Kasuku Brand),,0.087,Kgs,
,,,1905,,,188,Kirkland Signature Organic Maple Syrup,,0.117,Kgs,
,,,1905,,,680,Ground Walnut + Almond (Oven W),,2.164,Kgs,
,,,1905,,,1269,Yamaku White Miso,,0.549,Kgs,
,,,1905,,,1369,"Club House, Italiano, Signature Blends",,0.166,Kgs,
Oven - 018,Wed,1,1605,https://eatbetterday.ca/admin/ingredients/1605,Quinoa Almond Granola,,,,4.520,Kgs,"** Check granola bag stock to check and see if this needs to be made. (if you need to make granola for bags and toppers you can add the recipes together and make one large batch.) **) Mise all ingredients.
1) Place all dry ingredients into a grey bin.
2) In a small pot place maple syrup, coconut oil, and cane sugar. Place the pot over medium heat until melted.
3) Pour the melted mixture into the bin with all dry ingredients. Mix until fully coated.
4) Then place onto a sheet tray with parchment paper.
5) If using large rationale click the note pad icon on the screen and hit -sprout granola-
6) Let cool on the rolling rack.
7) Receive, weigh and label.
8) If using reg. oven or small rationale.
9) Preheat the oven to 300F.
10) Bake your trays for 25-30 minutes."
,,,1605,,,1,Kirkland Signature Organic Virgin Coconut Oil (*),,0.322,Kgs,
,,,1605,,,67,Cane Sugar,,0.095,Kgs,
,,,1605,,,147,Table Salt,,0.008,Kgs,
,,,1605,,,174,Unsalted Pumpkin Seeds,,1.120,Kgs,
,,,1605,,,188,Kirkland Signature Organic Maple Syrup,,0.586,Kgs,
,,,1605,,,192,Ground Cinnamon,,0.008,Kgs,
,,,1605,,,915,Tri-Color Quinoa,,0.719,Kgs,
,,,1605,,,950,GF Rolled Oats (Tootsi),,0.983,Kgs,
,,,1605,,,1453,Rough Chopped Almonds (Oven W),,0.681,Kgs,
Oven - 018,Wed,1,1612,https://eatbetterday.ca/admin/ingredients/1612,Red Curry Paste,,,,1.622,Kgs,"1) Mise all ingredients.
2) Place all ingredients into a home depot bucket and blend until smooth with the large immersion blender.
3) Weigh and label."
,,,1612,,,36,Lime Juice,,0.365,Kgs,
,,,1612,,,61,Ground Turmeric,,0.021,Kgs,
,,,1612,,,68,Coconut Sugar,,0.107,Kgs,
,,,1612,,,72,Shallots,,0.210,Kgs,
,,,1612,,,99,Frozen Minced Lemongrass,,0.050,Kgs,
,,,1612,,,102,(2171605) - Minced Garlic,,0.107,Kgs,
,,,1612,,,103,Fresh Galangal,,0.089,Kgs,
,,,1612,,,104,Frozen Lime Leaves,,0.036,Kgs,
,,,1612,,,147,Table Salt,,0.045,Kgs,
,,,1612,,,158,Ground Cumin (QUALITY Brand),,0.027,Kgs,
,,,1612,,,211,Ground Coriander,,0.027,Kgs,
,,,1612,,,220,Red Curry Paste,,0.535,Kgs,
,,,1612,,,550,Minced Ginger (Veg W),,0.089,Kgs,
Oven - 018,Wed,1,33,https://eatbetterday.ca/admin/ingredients/33,Roasted + Chopped Almonds,,,,1.235,Kgs,"1) Place almonds on tray then place in the rationale oven. Using the notepad icon, look for the whole roasted almonds and select that. Once cooked place almonds into Sirman Processor.
2) Pulse the almonds until they are small chunks about the size of your fingernail on your pinky finger.
3) Place into a container. Weigh and label.
4) Or if using the small oven. Follow this recipe. Preheat oven to 375 and roast for 13 minutes.
5) Once cooked, cool nuts on a cooling rack.
6) Place into red Robot-Coop with bowl attachment and S blade pulse until crumbled similar to chopped peanuts."
,,,33,,,487,Whole Almonds,,1.342,Kgs,
Oven - 018,Wed,1,1090,https://eatbetterday.ca/admin/ingredients/1090,Roasted Eggplant,,,,6.845,Kgs,"***Please roast all eggplant in the fridge***
1) Place already cut eggplant halves lengthwise in a bowl. Drizzle with oil and toss to coat.
2) Place the eggplant halves cut side down on a tray lined with parchment.
3) Cook using the Roasted Eggplant program on the Rational. Ensure the eggplant is fully cooked. You should be able to pearce with a fork.
4) Allow to cool. Once cool enough to handle, use a large spoon to scrape out the flesh, discarding the skins.
5) Weigh, label, and store the roasted eggplant in the fridge."
,,,1090,,,44,Canola Oil,,0.274,Kgs,
,,,1090,,,2097,Halfed Eggplants (Veg W),,13.691,Kgs,
Oven - 018,Wed,1,1900,https://eatbetterday.ca/admin/ingredients/1900,Roasted Garlic Artichokes,,,,11.631,Kgs,"1) Drain artichoke from marinate.
2) Mix artichoke with spice.
3) Place around 3kg on a sheet tray with parchment.
4) Use the Rational setting to roast.
5) Let cool, then weight and label."
,,,1900,,,1267,Marinated Quartered Artichoke Hearts,,15.818,Kgs,
,,,1900,,,1899,Spiced Up Italian Seasoning (Oven W),,0.601,Kgs,
Oven - 018,Wed,1,1453,https://eatbetterday.ca/admin/ingredients/1453,Rough Chopped Almonds,,,,0.681,Kgs,"**First check old product**
1) If you do not have enough make a full batch.
2) Place almonds into the Food Processor.
3) Pulse the almonds until they are small chunks, about the size of your pinky fingernail.
4) Place into a container. Weigh and label."
,,,1453,,,487,Whole Almonds,,0.695,Kgs,
